district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category,total_filled,rural_filled,urban_filled,total_corrected,rural_corrected,urban_corrected
Pakur,Jharkhand,353,20,3.6,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.6,3.7,0,3.6,3.7,0
Dhanbad,Jharkhand,354,20,6.3,6.7,6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.3,6.7,6,6.3,6.7,6
Bokaro,Jharkhand,355,20,5.5,4.7,6.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.5,4.7,6.2,5.5,4.7,6.2
Lohardaga,Jharkhand,356,20,3.7,3.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.7,3.5,0,3.7,3.5,0
Purbi Singhbhum,Jharkhand,357,20,5.1,4.6,5.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.1,4.6,5.4,5.1,4.6,5.4
Palamu,Jharkhand,358,20,3.1,3.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.1,3.4,0,3.1,3.4,0
Latehar,Jharkhand,359,20,2.0,2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.0,2,0,2.0,2,0
Hazaribagh,Jharkhand,360,20,4.2,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.2,3.6,0,4.2,3.6,0
Ramgarh,Jharkhand,361,20,4.9,3.8,6.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.9,3.8,6.2,4.9,3.8,6.2
Dumka,Jharkhand,362,20,4.7,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.7,4.5,0,4.7,4.5,0
Jamtara,Jharkhand,363,20,5.5,5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.5,5,0,5.5,5,0
Ranchi,Jharkhand,364,20,6.3,6.1,6.6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.3,6.1,6.6,6.3,6.1,6.6
Khunti,Jharkhand,365,20,5.7,5.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.7,5.9,0,5.7,5.9,0
Gumla,Jharkhand,366,20,3.5,3.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.5,3.5,0,3.5,3.5,0
Simdega,Jharkhand,367,20,4.6,3.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,3.8,0,4.6,3.8,0
Pashchimi Singhbhum,Jharkhand,368,20,4.4,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.4,4.1,0,4.4,4.1,0
Saraikela Kharsawan,Jharkhand,369,20,7.5,6.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.5,6.4,0,7.5,6.4,0
Bargarh,Odisha,370,21,5.4,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.4,5.2,0,5.4,5.2,0
Jharsuguda,Odisha,371,21,8.4,8.4,8.3,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.4,8.4,8.3,8.4,8.4,8.3
Sambalpur,Odisha,372,21,6.9,5.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.9,5.1,0,6.9,5.1,0
Debagarh,Odisha,373,21,5.6,5.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.6,5.5,0,5.6,5.5,0
Sundargarh,Odisha,374,21,5.6,5.7,5.3,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.6,5.7,5.3,5.6,5.7,5.3
Kendujhar,Odisha,375,21,7.8,8.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.8,8.5,0,7.8,8.5,0
Mayurbhanj,Odisha,376,21,7.9,7.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.9,7.9,0,7.9,7.9,0
Baleshwar,Odisha,377,21,7.7,8.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.7,8.3,0,7.7,8.3,0
Bhadrak,Odisha,378,21,11.5,11.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,11.5,11.3,0,11.5,11.3,0
Kendrapara,Odisha,379,21,7.6,7.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.6,7.6,0,7.6,7.6,0
Jagatsinghapur,Odisha,380,21,6.4,6.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.4,6.5,0,6.4,6.5,0
Cuttack,Odisha,381,21,11.5,11.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,11.5,11.1,0,11.5,11.1,0
Jajapur,Odisha,382,21,8.5,8.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.5,8.4,0,8.5,8.4,0
Dhenkanal,Odisha,383,21,8.7,8.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.7,8.6,0,8.7,8.6,0
Anugul,Odisha,384,21,5.9,5.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.9,5.3,0,5.9,5.3,0
Nayagarh,Odisha,385,21,7.6,7.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.6,7.4,0,7.6,7.4,0
Khordha,Odisha,386,21,7.4,8.3,6.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.4,8.3,6.7,7.4,8.3,6.7
Puri,Odisha,387,21,9.6,9.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,9.6,9.7,0,9.6,9.7,0
Ganjam,Odisha,388,21,7.7,7.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.7,7.6,0,7.7,7.6,0
Gajapati,Odisha,389,21,6.0,5.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.0,5.7,0,6.0,5.7,0
Kandhamal,Odisha,390,21,3.5,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.5,3.6,0,3.5,3.6,0
Baudh,Odisha,391,21,5.0,5.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.0,5.1,0,5.0,5.1,0
Subarnapur,Odisha,392,21,4.6,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,4.4,0,4.6,4.4,0
Balangir,Odisha,393,21,6.6,6.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.6,6.6,0,6.6,6.6,0
Nuapada,Odisha,394,21,6.1,6.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.1,6.1,0,6.1,6.1,0
Kalahandi,Odisha,395,21,4.3,4.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.3,4.3,0,4.3,4.3,0
Rayagada,Odisha,396,21,7.1,6.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.1,6.6,0,7.1,6.6,0
Nabarangapur,Odisha,397,21,6.3,6.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.3,6.1,0,6.3,6.1,0
Koraput,Odisha,398,21,5.2,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.2,5.2,0,5.2,5.2,0
Malkangiri,Odisha,399,21,4.9,4.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.9,4.7,0,4.9,4.7,0
Korea,Chhattisgarh,400,22,4.5,4.2,5.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.5,4.2,5.1,4.5,4.2,5.1
Surguja,Chhattisgarh,401,22,3.8,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.8,3.3,0,3.8,3.3,0
Jashpur,Chhattisgarh,402,22,4.4,4.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.4,4.3,0,4.4,4.3,0
Raigarh,Chhattisgarh,403,22,8.7,9.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.7,9.4,0,8.7,9.4,0
Korba,Chhattisgarh,404,22,6.2,5.9,6.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.2,5.9,6.7,6.2,5.9,6.7
Janjgir Champa,Chhattisgarh,405,22,7.3,7.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.3,7.1,0,7.3,7.1,0
Bilaspur,Chhattisgarh,406,22,3.3,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.3,3.3,0,3.3,3.3,0
Kabirdham,Chhattisgarh,407,22,7.8,7.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.8,7.1,0,7.8,7.1,0
Rajnandgaon,Chhattisgarh,408,22,3.6,3.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.6,3.5,0,3.6,3.5,0
Durg,Chhattisgarh,409,22,8.1,7.8,8.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.1,7.8,8.7,8.1,7.8,8.7
Raipur,Chhattisgarh,410,22,5.6,4.6,7.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.6,4.6,7.2,5.6,4.6,7.2
Mahasamund,Chhattisgarh,411,22,6.5,6.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.5,6.7,0,6.5,6.7,0
Dhamtari,Chhattisgarh,412,22,4.8,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.8,5.2,0,4.8,5.2,0
Uttar Bastar Kanker,Chhattisgarh,413,22,6.5,6.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.5,6.3,0,6.5,6.3,0
Bastar,Chhattisgarh,414,22,6.4,5.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.4,5.9,0,6.4,5.9,0
Narayanpur,Chhattisgarh,415,22,5.1,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.1,3.9,0,5.1,3.9,0
Dakshin Bastar Dantewada,Chhattisgarh,416,22,5.1,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.1,5.2,0,5.1,5.2,0
Bijapur,Chhattisgarh,417,22,4.0,4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.0,4,0,4.0,4,0
Sheopur,Madhya Pradesh,418,23,3.6,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.6,3.6,0,3.6,3.6,0
Morena,Madhya Pradesh,419,23,2.4,2.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.4,2.3,0,2.4,2.3,0
Bhind,Madhya Pradesh,420,23,1.9,1.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,1.9,1.2,0,1.9,1.2,0
Gwalior,Madhya Pradesh,421,23,3.6,2.2,4.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.6,2.2,4.2,3.6,2.2,4.2
Datia,Madhya Pradesh,422,23,3.7,3.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.7,3.2,0,3.7,3.2,0
Shivpuri,Madhya Pradesh,423,23,4.6,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,3.9,0,4.6,3.9,0
Tikamgarh,Madhya Pradesh,424,23,6.5,5.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.5,5.7,0,6.5,5.7,0
Chhatarpur,Madhya Pradesh,425,23,5.3,4.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.3,4.9,0,5.3,4.9,0
Panna,Madhya Pradesh,426,23,7.2,7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.2,7,0,7.2,7,0
Sagar,Madhya Pradesh,427,23,9.5,8.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,9.5,8.7,0,9.5,8.7,0
Damoh,Madhya Pradesh,428,23,8.3,7.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.3,7.5,0,8.3,7.5,0
Satna,Madhya Pradesh,429,23,6.2,5.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.2,5.4,0,6.2,5.4,0
Rewa,Madhya Pradesh,430,23,3.7,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.7,3.9,0,3.7,3.9,0
Umaria,Madhya Pradesh,431,23,4.7,4.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.7,4.2,0,4.7,4.2,0
Neemuch,Madhya Pradesh,432,23,7.5,6.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.5,6.8,0,7.5,6.8,0
Mandsaur,Madhya Pradesh,433,23,7.0,7.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.0,7.4,0,7.0,7.4,0
Ratlam,Madhya Pradesh,434,23,5.9,4.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.9,4.7,0,5.9,4.7,0
Ujjain,Madhya Pradesh,435,23,7.4,6.9,8.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.4,6.9,8.1,7.4,6.9,8.1
Shajapur,Madhya Pradesh,436,23,4.2,3.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.2,3.2,0,4.2,3.2,0
Dewas,Madhya Pradesh,437,23,4.9,3.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.9,3.5,0,4.9,3.5,0
Dhar,Madhya Pradesh,438,23,4.9,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.9,4.5,0,4.9,4.5,0
Indore,Madhya Pradesh,439,23,5.4,,6.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.4,0,6.1,5.4,0,6.1
Khargone (West Nimar),Madhya Pradesh,440,23,4.7,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.7,4.5,0,4.7,4.5,0
Barwani,Madhya Pradesh,441,23,5.7,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.7,4.5,0,5.7,4.5,0
Rajgarh,Madhya Pradesh,442,23,2.7,2.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.7,2.9,0,2.7,2.9,0
Vidisha,Madhya Pradesh,443,23,8.1,7.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.1,7.9,0,8.1,7.9,0
Bhopal,Madhya Pradesh,444,23,4.1,,4.5,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.1,0,4.5,4.1,0,4.5
Sehore,Madhya Pradesh,445,23,2.4,1.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.4,1.7,0,2.4,1.7,0
Raisen,Madhya Pradesh,446,23,2.9,2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.9,2,0,2.9,2,0
Betul,Madhya Pradesh,447,23,4.1,2.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.1,2.3,0,4.1,2.3,0
Harda,Madhya Pradesh,448,23,5.0,5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.0,5,0,5.0,5,0
Hoshangabad,Madhya Pradesh,449,23,3.0,2.6,3.9,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.0,2.6,3.9,3.0,2.6,3.9
Katni,Madhya Pradesh,450,23,9.4,10,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,9.4,10,0,9.4,10,0
Jabalpur,Madhya Pradesh,451,23,5.3,4.7,5.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.3,4.7,5.7,5.3,4.7,5.7
Narsimhapur,Madhya Pradesh,452,23,8.9,6.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.9,6.8,0,8.9,6.8,0
Dindori,Madhya Pradesh,453,23,5.4,5.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.4,5.5,0,5.4,5.5,0
Mandla,Madhya Pradesh,454,23,4.6,4.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,4.2,0,4.6,4.2,0
Chhindwara,Madhya Pradesh,455,23,4.7,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.7,4.1,0,4.7,4.1,0
Seoni,Madhya Pradesh,456,23,6.0,5.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.0,5.7,0,6.0,5.7,0
Balaghat,Madhya Pradesh,457,23,4.6,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,4.5,0,4.6,4.5,0
Guna,Madhya Pradesh,458,23,2.8,1.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.8,1.8,0,2.8,1.8,0
Ashoknagar,Madhya Pradesh,459,23,1.8,1.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,1.8,1.6,0,1.8,1.6,0
Shahdol,Madhya Pradesh,460,23,5.0,4.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.0,4.7,0,5.0,4.7,0
Anuppur,Madhya Pradesh,461,23,5.3,4.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.3,4.8,0,5.3,4.8,0
Sidhi,Madhya Pradesh,462,23,4.6,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,4.5,0,4.6,4.5,0
Singrauli,Madhya Pradesh,463,23,4.8,4.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.8,4.3,0,4.8,4.3,0
Jhabua,Madhya Pradesh,464,23,5.0,4.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.0,4.8,0,5.0,4.8,0
Alirajpur,Madhya Pradesh,465,23,4.0,4.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.0,4.2,0,4.0,4.2,0
Khandwa (East Nimar),Madhya Pradesh,466,23,4.8,4.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.8,4.7,0,4.8,4.7,0
Burhanpur,Madhya Pradesh,467,23,4.8,4.6,5,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.8,4.6,5,4.8,4.6,5
Kachchh,Gujarat,468,24,4.5,4.7,4.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.5,4.7,4.1,4.5,4.7,4.1
Banaskantha,Gujarat,469,24,3.5,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,3.5,3.1,0,3.5,3.1,0
Patan,Gujarat,470,24,6.1,5.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.1,5.5,0,6.1,5.5,0
Mahesena,Gujarat,471,24,6.4,5.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.4,5.8,0,6.4,5.8,0
Sabarkantha,Gujarat,472,24,4.6,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.6,3.6,0,4.6,3.6,0
Gandhinagar,Gujarat,473,24,4.7,4.9,4.5,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.7,4.9,4.5,4.7,4.9,4.5
Ahmadabad,Gujarat,474,24,6.0,,6.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.0,0,6.1,6.0,0,6.1
Surendranagar,Gujarat,475,24,5.0,4.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.0,4.6,0,5.0,4.6,0
Rajkot,Gujarat,476,24,6.3,6.7,6.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.3,6.7,6.1,6.3,6.7,6.1
Jamnagar,Gujarat,477,24,6.0,5.7,6.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.0,5.7,6.4,6.0,5.7,6.4
Porbandar,Gujarat,478,24,4.8,4.2,5.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,4.8,4.2,5.4,4.8,4.2,5.4
Junagadh,Gujarat,479,24,5.1,5.3,4.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.1,5.3,4.7,5.1,5.3,4.7
Amreli,Gujarat,480,24,5.1,6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.1,6,0,5.1,6,0
Bhavnagar,Gujarat,481,24,6.9,6.8,6.9,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.9,6.8,6.9,6.9,6.8,6.9
Anand,Gujarat,482,24,5.5,5.2,6.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.5,5.2,6.4,5.5,5.2,6.4
Kheda,Gujarat,483,24,5.4,5.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.4,5.6,0,5.4,5.6,0
Panchmahal,Gujarat,484,24,5.7,5.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.7,5.1,0,5.7,5.1,0
Dohad,Gujarat,485,24,7.4,6.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,7.4,6.5,0,7.4,6.5,0
Vadodara,Gujarat,486,24,6.5,5.1,7.8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.5,5.1,7.8,6.5,5.1,7.8
Narmada,Gujarat,487,24,5.3,5.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.3,5.4,0,5.3,5.4,0
Bharuch,Gujarat,488,24,8.1,8.8,6.8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,8.1,8.8,6.8,8.1,8.8,6.8
The Dangs,Gujarat,489,24,2.7,2.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,2.7,2.6,0,2.7,2.6,0
Navsari,Gujarat,490,24,6.4,6.6,5.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.4,6.6,5.7,6.4,6.6,5.7
Valsad,Gujarat,491,24,6.8,5.6,8.8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,6.8,5.6,8.8,6.8,5.6,8.8
Surat,Gujarat,492,24,5.7,,5.8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women,5.7,0,5.8,5.7,0,5.8
