district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category
North East,NCT Delhi,92,7,12.2,,12.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
East,NCT Delhi,93,7,5.6,,5.6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
New Delhi,NCT Delhi,94,7,4.8,,4.8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Central,NCT Delhi,95,7,7.2,,7.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
West,NCT Delhi,96,7,6.5,,6.5,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
South West,NCT Delhi,97,7,7.7,,8,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
South,NCT Delhi,98,7,6.6,,6.6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ganganagar,Rajasthan,99,8,5.3,6.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Hanumangarh,Rajasthan,100,8,3.7,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bikaner,Rajasthan,101,8,3.9,3.3,5,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Churu,Rajasthan,102,8,2.6,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jhunjhunun,Rajasthan,103,8,2.4,2.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Alwar,Rajasthan,104,8,2.6,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bharatpur,Rajasthan,105,8,3.1,3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Dhaulpur,Rajasthan,106,8,2.5,2.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Karauli,Rajasthan,107,8,3.1,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sawai Madhopur,Rajasthan,108,8,3.4,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Dausa,Rajasthan,109,8,2.5,2.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jaipur,Rajasthan,110,8,3,3.2,2.9,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sikar,Rajasthan,111,8,3.9,4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Nagaur,Rajasthan,112,8,3,2.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jodhpur,Rajasthan,113,8,3.2,2.6,4.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jaisalmer,Rajasthan,114,8,1.9,1.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Barmer,Rajasthan,115,8,3,2.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jalor,Rajasthan,116,8,3.8,4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sirohi,Rajasthan,117,8,3,2.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Pali,Rajasthan,118,8,3.7,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ajmer,Rajasthan,119,8,5.7,5.4,6.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Tonk,Rajasthan,120,8,2.6,2.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bundi,Rajasthan,121,8,4.3,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bhilwara,Rajasthan,122,8,3,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Rajsamand,Rajasthan,123,8,4.4,4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Dungarpur,Rajasthan,124,8,4.6,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Banswara,Rajasthan,125,8,4.5,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Chittaurgarh,Rajasthan,126,8,3.9,2.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kota,Rajasthan,127,8,4.6,3.9,5.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Baran,Rajasthan,128,8,3.9,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jhalawar,Rajasthan,129,8,4.3,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Udaipur,Rajasthan,130,8,2.3,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Pratapgarh,Rajasthan,131,8,3.6,3.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Saharanpur,Uttar Pradesh,132,9,6.7,6.7,6.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Muzaffarnagar,Uttar Pradesh,133,9,6.5,6.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bijnor,Uttar Pradesh,134,9,5.6,5.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Moradabad,Uttar Pradesh,135,9,6.6,6.2,7.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Rampur,Uttar Pradesh,136,9,7.2,7.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jyotiba Phule Nagar,Uttar Pradesh,137,9,6.2,6.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Meerut,Uttar Pradesh,138,9,6,4.5,6.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Baghpat,Uttar Pradesh,139,9,7.2,7.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ghaziabad,Uttar Pradesh,140,9,6.6,5.3,7.1,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Gautam Buddha Nagar,Uttar Pradesh,141,9,4.7,3.5,5.3,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bulandshahr,Uttar Pradesh,142,9,3.7,3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Aligarh,Uttar Pradesh,143,9,4.5,4.5,4.7,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mahamaya Nagar,Uttar Pradesh,144,9,4.7,5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mathura,Uttar Pradesh,145,9,3.5,2.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Agra,Uttar Pradesh,146,9,3.2,2.8,3.6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Firozabad,Uttar Pradesh,147,9,4,3.9,4.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mainpuri,Uttar Pradesh,148,9,2.9,2.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Budaun,Uttar Pradesh,149,9,4.3,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bareilly,Uttar Pradesh,150,9,8.2,7.7,9,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Pilibhit,Uttar Pradesh,151,9,8.3,8.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Shahjahanpur,Uttar Pradesh,152,9,6,6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kheri,Uttar Pradesh,153,9,3.2,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sitapur,Uttar Pradesh,154,9,4.3,4.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Hardoi,Uttar Pradesh,155,9,4.3,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Unnao,Uttar Pradesh,156,9,2.9,2.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Lucknow,Uttar Pradesh,157,9,5.1,4.5,5.4,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Rae Bareli,Uttar Pradesh,158,9,2.6,2.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Farrukhabad,Uttar Pradesh,159,9,3.9,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kannauj,Uttar Pradesh,160,9,2.8,2.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Etawah,Uttar Pradesh,161,9,4.2,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Auraiya,Uttar Pradesh,162,9,2.5,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kanpur Dehat,Uttar Pradesh,163,9,2.3,2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kanpur Nagar,Uttar Pradesh,164,9,3.2,3,3.2,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jalaun,Uttar Pradesh,165,9,2.8,2.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jhansi,Uttar Pradesh,166,9,4.5,3.6,5.6,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Lalitpur,Uttar Pradesh,167,9,5.4,5.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Hamirpur,Uttar Pradesh,168,9,2.2,2.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mahoba,Uttar Pradesh,169,9,3.6,4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Banda,Uttar Pradesh,170,9,1.3,1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Chitrakoot,Uttar Pradesh,171,9,2.4,2.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Fatehpur,Uttar Pradesh,172,9,2.2,2.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Pratapgarh,Uttar Pradesh,173,9,2.7,2.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kaushambi,Uttar Pradesh,174,9,2.5,2.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Allahabad,Uttar Pradesh,175,9,3.3,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bara Banki,Uttar Pradesh,176,9,4,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Faizabad,Uttar Pradesh,177,9,3.2,3.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ambedkar Nagar,Uttar Pradesh,178,9,2.9,2.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sultanpur,Uttar Pradesh,179,9,3.6,3.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bahraich,Uttar Pradesh,180,9,7.8,7.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Shrawasti,Uttar Pradesh,181,9,7.5,7.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Balrampur,Uttar Pradesh,182,9,8.2,7.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Gonda,Uttar Pradesh,183,9,9,9.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Siddharthnagar,Uttar Pradesh,184,9,9.4,9.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Basti,Uttar Pradesh,185,9,12.5,12.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sant Kabir Nagar,Uttar Pradesh,186,9,7.7,8.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Maharajganj,Uttar Pradesh,187,9,9.8,9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Gorakhpur,Uttar Pradesh,188,9,7.1,6.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kushinagar,Uttar Pradesh,189,9,4.1,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Deoria,Uttar Pradesh,190,9,7.3,7.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Azamgarh,Uttar Pradesh,191,9,4.9,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mau,Uttar Pradesh,192,9,4.8,4.5,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ballia,Uttar Pradesh,193,9,4.9,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jaunpur,Uttar Pradesh,194,9,3.9,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Ghazipur,Uttar Pradesh,195,9,4.3,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Chandauli,Uttar Pradesh,196,9,3.8,3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Varanasi,Uttar Pradesh,197,9,4.5,3.8,5.3,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sant Ravidas Nagar,Uttar Pradesh,198,9,2.4,2.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Mirzapur,Uttar Pradesh,199,9,2.9,2.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sonbhadra,Uttar Pradesh,200,9,4.1,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Etah,Uttar Pradesh,201,9,2.1,1.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kanshiram Nagar,Uttar Pradesh,202,9,2.5,2.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Pashchim Champaran,Bihar,203,10,4.2,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Purba Champaran,Bihar,204,10,5.8,6.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sheohar,Bihar,205,10,6.2,6.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sitamarhi,Bihar,206,10,4.3,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Madhubani,Bihar,207,10,2.4,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Supaul,Bihar,208,10,4.2,4.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Araria,Bihar,209,10,4.2,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kishanganj,Bihar,210,10,4.7,4.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Purnia,Bihar,211,10,4,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Katihar,Bihar,212,10,5.2,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Madhepura,Bihar,213,10,4.6,4.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Saharsa,Bihar,214,10,3.8,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Darbhanga,Bihar,215,10,4.7,4.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Muzaffarpur,Bihar,216,10,3.7,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Gopalganj,Bihar,217,10,5.9,6.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Siwan,Bihar,218,10,4.7,4.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Saran,Bihar,219,10,5.6,5.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Vaishali,Bihar,220,10,4.3,3.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Samastipur,Bihar,221,10,2.4,2.3,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Begusarai,Bihar,222,10,2.4,2.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Khagaria,Bihar,223,10,3.2,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bhagalpur,Bihar,224,10,3.9,3.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Banka,Bihar,225,10,3.8,3.7,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Munger,Bihar,226,10,3.9,3.4,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Lakhisarai,Bihar,227,10,2.7,2.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Sheikhpura,Bihar,228,10,3.3,3.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Nalanda,Bihar,229,10,2.9,2.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Patna,Bihar,230,10,3.9,3.4,4.3,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Bhojpur,Bihar,231,10,4.2,4.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Buxar,Bihar,232,10,4,3.6,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Kaimur,Bihar,233,10,6.3,5.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Rohtas,Bihar,234,10,5.1,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Aurangabad,Bihar,235,10,5.4,5.2,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Gaya,Bihar,236,10,4,3.8,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Nawada,Bihar,237,10,5,5.1,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
Jamui,Bihar,238,10,2.9,2.9,,81,Blood sugar level - high (>140 mg/dl) (%),Blood Sugar Level among Adults (age 15-49 years) - Women
